discente,escola,ano,turma,texto,respostas,classificacao,correcao,tempo_inicial,tempo_final
EST_178,CODAP,9,B,Memórias de um aprendiz de escritor,"['achava', 'era', 'deu', 'chegaria', 'e', 'entretanto', 'ansiosos', 'chegou', 'disse', 'chegaria', 'caiu', 'escapou', 'era', 'mas', 'veio', 'estava', 'acreditou', 'ficou', 'era', 'viu', 'incendiado', 'percebeu', 'de', 'mentiu', 'olhou', 'caiu', 'incendiou', 'acreditava', 'viu', 'para', 'realmente', 'ele', 'perguntou', 'via']","['verbo', 'verbo', 'verbo', 'verbo', 'conjunção aditiva', 'conjunção adversativa', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'conjunção adversativa', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'adjetivo', 'verbo', 'preposição', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'preposição', 'advérbio de modo', 'pronome pessoal', 'verbo', 'verbo']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:00,08:15
EST_179,CODAP,9,B,Memórias de um aprendiz de escritor,"['achava', 'era', 'anunciou', 'chegava', 'chegando', 'Iram', 'assustados', 'avisaram', 'ficou', 'estava', 'pousou', 'faleceu', 'estava', 'Até', 'volta', 'pousou', 'acreditou', 'ficou', 'era', 'estava', 'intacto', 'questionando', 'diz', 'acredita', 'imaginava', 'caiu', 'incendiou', 'pensou', 'ouviu', 'era', 'estava', 'virou', 'transformou', 'é']","['verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'preposição', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:00,08:19
EST_180,CODAP,9,B,Memórias de um aprendiz de escritor,"['dizia', 'era', 'informando', 'pousaria', 'proximo', 'Fomos', 'falando', 'apareceu', 'ficou', 'passaria', 'ia', 'sofre', 'quando', 'aconteceu', 'uma', 'estava', 'mas', 'estava', 'era', 'aquele', 'não', 'disse', 'disse', 'que', 'agora', 'caiu', 'queimou', 'disse', 'pasava', 'uma', 'ficou', 'quando', 'aproximo', 'foi']","['verbo', 'verbo', 'verbo', 'verbo', 'advérbio de lugar', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'conjunção temporal', 'verbo', 'artigo indefinido', 'verbo', 'conjunção adversativa', 'verbo', 'verbo', 'pronome demonstrativo', 'advérbio de negação', 'verbo', 'verbo', 'conjunção integrativa', 'advérbio de negação', 'verbo', 'verbo', 'verbo', 'verbo', 'artigo indefinido', 'verbo', 'conjunção temporal', 'verbo', 'verbo']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:00,08:11
EST_181,CODAP,9,A,Memórias de um aprendiz de escritor,"['fala', 'é', 'deu', 'para', 'cair', 'indo', 'nervosos', 'ele', 'fica', 'vem', 'está', 'dele', 'também', 'é', 'toda', 'estabilizou', 'feliz', 'era', 'foi', 'ele', 'caiu', 'fala', 'mentiroso', 'gosta', 'fala', 'caiu', 'desistabilizou', 'fala', 'menti', 'ele', 'pega', 'ele', 'fala', 'quer']","['verbo', 'verbo', 'verbo', 'preposição', 'verbo', 'verbo', 'adjetivo', 'pronome pessoal', 'verbo', 'verbo', 'verbo', 'contração', 'advérbio de inclusão', 'verbo', 'adjetivo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'pronome pessoal', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'pronome pessoal', 'verbo', 'pronome pessoal', 'verbo', 'verbo']","['mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:01,08:15
EST_182,CODAP,9,B,Memórias de um aprendiz de escritor,"['sabia', 'era', 'deu', 'parou', 'chegaria', 'e', 'nervosos', 'preucupado', 'também', 'estava', 'chegava', 'sobreviveu', 'derrepente', 'Então', 'dentro', 'estava', 'relaxou', 'estava', 'sabia', 'estava', 'incendiado', 'falo', 'vejo', 'gosta', 'vê', 'cai', 'queima', 'chorava', 'viu', 'como', 'escrevia', 'como', 'inspirava', 'viu']","['verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'conjunção aditiva', 'adjetivo', 'adjetivo', 'advérbio de inclusão', 'verbo', 'verbo', 'verbo', 'nome substantivo', 'advérbio de tempo', 'advérbio de lugar', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'preposição', 'verbo', 'preposição', 'verbo', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:00,08:17
EST_183,CODAP,9,B,Memórias de um aprendiz de escritor,"['sabia', 'era', 'deu', 'sobre', 'cair', 'Foram', 'medo', 'chegou', 'disse', 'estava', 'caiu', 'salvou', 'vendo', 'Alunos', 'retornaram', 'estaria', 'sabia', 'insistia', 'era', 'viu', 'caindo', 'falam', 'é', 'mentiu', 'viu', 'caiu', 'incendiou', 'acreditava', 'dizia', 'era', 'precisava', 'era', 'escrevesse', 'dizia']","['verbo', 'verbo', 'verbo', 'preposição', 'verbo', 'verbo', 'nome substantivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'nome substantivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:00,08:20
EST_184,CODAP,9,A,Memórias de um aprendiz de escritor,"['falava', 'é', 'tocava', 'na', 'havia', 'avisão', 'tudo', 'tinha', 'tratado', 'momentos', 'um', 'dele', 'colégio', 'família', 'via', 'todos', 'fez', 'com', 'podia', 'que', 'irrita', 'não', 'notícia', 'podia', 'desses', 'naquele', 'fomos', 'imagina', 'pedir', 'olhos', 'imaginação', 'entre', 'quedas', 'pilotos']","['verbo', 'verbo', 'verbo', 'preposição', 'verbo', 'nome substantivo', 'pronome indefinido', 'verbo', 'adjetivo', 'nome substantivo', 'artigo indefinido', 'contração', 'nome substantivo', 'nome substantivo', 'verbo', 'pronome indefinido', 'verbo', 'preposição', 'verbo', 'conjunção integrativa', 'verbo', 'advérbio de negação', 'nome substantivo', 'verbo', 'pronome demonstrativo', 'pronome demonstrativo', 'verbo', 'verbo', 'verbo', 'nome substantivo', 'nome substantivo', 'verbo', 'nome substantivo', 'nome substantivo']","['mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', '-']",08:01,08:21
EST_185,CODAP,9,B,Memórias de um aprendiz de escritor,"['dizia', 'era', 'comunicou', 'partiu', 'diz', 'Entra', 'falar', 'disse', 'todos', 'estava', 'logo', 'saiu', 'afirmavam', 'Mas', 'passavam', 'estava', 'feliz', 'estava', 'disse', 'disse', 'caiu', 'falou', 'o', 'que', 'disse', 'caia', 'incendiado', 'pensava', 'disse', 'teve', 'que', 'era', 'esperam', 'dira']","['verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'pronome indefinido', 'verbo', 'advérbio de tempo', 'verbo', 'verbo', 'conjunção adversativa', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'artigo definido', 'conjunção integrativa', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'pronome relativo', 'verbo', 'verbo', 'verbo']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:00,08:13
EST_186,CODAP,9,A,Memórias de um aprendiz de escritor,"['achava', 'era', 'notíciou', 'aterrorizou', 'podendo', 'cair', 'ainda', 'derepente', 'colegas', 'estava', 'caiu', 'morre', 'estava', 'ondi', 'todo', 'estava', 'gritou', 'ficou', 'havia', 'quando', 'caiu', 'precisou', 'disse', 'existiu', 'presensiou', 'caindo', 'incendiado', 'era', 'sabe', 'era', 'precisava', 'para', 'sabe', 'imaginar']","['verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'advérbio de tempo', 'nome substantivo', 'nome substantivo', 'verbo', 'verbo', 'verbo', 'verbo', 'advérbio de lugar', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'conjunção temporal', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'preposição', 'verbo', 'verbo']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:01,08:18
EST_187,CODAP,9,A,Memórias de um aprendiz de escritor,"['achava', 'era', 'disse', 'sobre', 'e', 'e', 'também', 'sobre', '-', 'voava', 'constante', 'rezou', 'derrepente', 'mas', '-', 'estava', 'alegre', 'estava', 'era', 'verdade', 'caiu', '-', 'e', 'era', 'também', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['verbo', 'verbo', 'verbo', 'preposição', 'conjunção aditiva', 'conjunção aditiva', 'advérbio de inclusão', 'preposição', '-', 'verbo', 'adjetivo', 'verbo', 'nome substantivo', 'conjunção adversativa', '-', 'verbo', 'adjetivo', 'verbo', 'verbo', 'nome substantivo', 'verbo', '-', 'conjunção aditiva', 'verbo', 'advérbio de negação', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']",08:01,08:11
EST_188,CODAP,9,B,Memórias de um aprendiz de escritor,"['sabia', 'era', 'soltou', 'indo', 'chegando', 'indo', 'intrigada', 'veio', 'falou', 'corria', 'caiu', 'morreu ', 'veio', 'logo', 'veio', 'caiu', 'acreditou', 'falou', 'era', 'viu', 'caindo', 'soube', 'sabia', 'mentiu', 'viu', 'caiu', '-', 'acreditava', 'falava', 'era', 'precisava', 'seria', 'escrevesse', 'pensava']","['verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'advérbio de tempo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', '-', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente']",08:00,08:09
EST_189,CODAP,9,B,Memórias de um aprendiz de escritor,"['acreditava', 'era', 'tocou', 'indo', 'E', 'indo', 'falado', 'aparece', 'fala', 'está', 'caiu', 'fugiu', 'sobre', 'mas', 'ia', 'estava', 'acreditava', 'ficou', 'era', 'mesmo', 'incendiado', 'falou', 'para', 'mentiu', 'viu', 'caiu', 'incendiou', 'acreditou', 'viu', 'pensou', 'escreveu', 'como', 'era', 'pensava']","['verbo', 'verbo', 'verbo', 'verbo', 'conjunção aditiva', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'preposição', 'conjunção adversativa', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'conjunção concessiva', 'adjetivo', 'verbo', 'preposição', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'preposição', 'verbo', 'verbo']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:00,08:10
EST_190,CODAP,9,A,Memórias de um aprendiz de escritor,"['sabia', 'era', 'trouxe', 'de', 'pousse', 'acontece', 'trauma', 'viu', 'ficou', 'estava', '-', 'sobreviveu', '-', 'então', 'viu', 'encendiou', 'resgatou', 'então', 'caiu', 'isso', 'salvou', 'ele', 'soube', 'sobreviveu', 'viu', 'caiu', 'encendiou', 'ficou', 'pensava', 'era', 'percebeu', 'que', 'concretiza', 'fez']","['verbo', 'verbo', 'verbo', 'preposição', 'verbo', 'verbo', 'nome substantivo', 'verbo', 'verbo', 'verbo', '-', 'verbo', '-', 'advérbio de tempo', 'verbo', 'verbo', 'verbo', 'advérbio de tempo', 'verbo', 'pronome relativo', 'verbo', 'pronome pessoal', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'pronome relativo', 'verbo', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:01,08:18
EST_191,CODAP,9,B,Memórias de um aprendiz de escritor,"['dizia', 'era', 'deu', 'passaria', 'cairia', 'ligaram', 'avisaram', 'avisaram', 'ficou', 'estava', 'estava', 'dele', 'estava', 'até', 'saiu', 'saiu', 'alegrou', 'estava', 'era', 'caiu', 'incendiado', 'falou', 'acreditava', 'mentia', 'viu', 'caiu', 'explodiu', 'acreditou', 'viu', 'era', 'em', 'era', 'acreditou', 'viu']","['verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'contração', 'verbo', 'preposição', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'preposição', 'verbo', 'verbo', 'verbo']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:00,08:20
EST_192,CODAP,9,B,Memórias de um aprendiz de escritor,"['falava', 'era', 'noticiou', 'perto', 'explodiria', 'foram', 'assustados', 'viram', 'falaram', 'estava', 'estava', 'sobrevive', 'veem', 'e', 'saia', 'estava', 'feliz', 'estava', 'há', 'todo', 'quebrou', 'descobriram', 'todos', 'acreditava', 'acreditava', 'quebrou', 'explodiu', 'triste', 'quebrou', 'todo', 'estava', 'mais', 'fez', 'aconteceu']","['verbo', 'verbo', 'verbo', 'advérbio de lugar', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'conjunção aditiva', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'pronome indefinido', 'verbo', 'verbo', 'pronome indefinido', 'verbo', 'verbo', 'verbo', 'verbo', 'adjetivo', 'verbo', 'pronome indefinido', 'verbo', 'conjunção adversativa', 'verbo', 'verbo']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:00,08:18
